1	0.2	2.1979018289091054e-05
5	0.4472135954999579	0.0027652533652366843
10	0.6324555320336759	0.02153593532357808
20	0.8944271909999159	0.17238681761126304
25	1.0	0.34978432452012403
50	1.4142135623730951	3.6109561278073654
70	1.6733200530681511	6.34303722222337
75	1.7320508075688772	6.750175210226046
100	2.0	7.833477608139868
120	2.1908902300206643	8.063261798581204
140	2.3664319132398464	8.030015644812329
160	2.5298221281347035	7.862826338455895
180	2.6832815729997477	7.629511603664379
200	2.8284271247461903	7.3671794934657555
220	2.9664793948382653	7.09650305528953
300	3.4641016151377544	6.093118701434252
400	4.0	5.133822348876666
500	4.47213595499958	4.43900062265405
600	4.898979485566356	3.9197247614007753
700	5.291502622129181	3.5175716289520427
800	5.656854249492381	3.1965353408418724
900	6.0	2.9338684679707296
1000	6.324555320336759	2.714621021010209
2000	8.94427190999916	1.5981398055515483
3000	10.954451150103322	1.15815530748798
4000	12.649110640673518	0.9176891741195624
5000	14.142135623730951	0.7645060646676168
6000	15.491933384829668	0.6577134972351141
7000	16.73320053068151	0.5786794553600192
8000	17.88854381999832	0.5176445531348938
9000	18.973665961010276	0.46898068041088053
10000	20.0	0.42920435633568715
