1	0.2	1.5340792522910072
5	0.4472135954999579	3.4303054909947424
10	0.6324555320336759	4.851184548447663
20	0.8944271909999159	6.860610981989485
25	1.0	7.6703962614550365
50	1.4142135623730951	10.847578421725599
70	1.6733200530681511	12.835027879271689
75	1.7320508075688772	13.285516039026493
100	2.0	15.340792522910073
120	2.1908902300206643	16.80499622960887
140	2.3664319132398464	18.151470500302807
160	2.5298221281347035	19.404738193790653
180	2.6832815729997477	20.581832945968458
200	2.8284271247461903	21.695156843451198
220	2.9664793948382653	22.754072459850832
300	3.4641016151377544	26.571032078052987
400	4.0	30.681585045820146
500	4.47213595499958	34.30305490994742
600	4.898979485566356	37.57711393103309
700	5.291502622129181	40.587921930259206
800	5.656854249492381	43.390313686902395
900	6.0	46.02237756873022
1000	6.324555320336759	48.51184548447664
2000	8.94427190999916	68.60610981989484
3000	10.954451150103322	84.02498114804436
4000	12.649110640673518	97.02369096895328
5000	14.142135623730951	108.47578421725598
6000	15.491933384829668	118.82926791770795
7000	16.73320053068151	128.3502787927169
8000	17.88854381999832	137.21221963978968
9000	18.973665961010276	145.53553645342993
10000	20.0	153.40792522910075
