1	0.2	0.0011366022801035864
5	0.4472135954999579	0.02867676545652999
10	0.6324555320336759	0.11808248492338125
20	0.8944271909999159	0.5328965831020167
25	1.0	0.9152039151094334
50	1.4142135623730951	6.039674839959561
70	1.6733200530681511	8.939763487913952
75	1.7320508075688772	9.222214846927589
100	2.0	9.551997129836861
120	2.1908902300206643	9.279690658708997
140	2.3664319132398464	8.879531757250756
160	2.5298221281347035	8.45410156065625
180	2.6832815729997477	8.041331245057899
200	2.8284271247461903	7.654709649289932
220	2.9664793948382653	7.297893664250938
300	3.4641016151377544	6.14326462933637
400	4.0	5.143245520367346
500	4.47213595499958	4.44086898599164
600	4.898979485566356	3.920109584372733
700	5.291502622129181	3.5176531380776748
800	5.656854249492381	3.1965529770218457
900	6.0	2.9338723483620415
1000	6.324555320336759	2.714621886397786
2000	8.94427190999916	1.5981398055519445
3000	10.954451150103322	1.15815530748798
4000	12.649110640673518	0.9176891741195627
5000	14.142135623730951	0.7645060646676168
6000	15.491933384829668	0.6577134972351142
7000	16.73320053068151	0.5786794553600194
8000	17.88854381999832	0.5176445531348938
9000	18.973665961010276	0.4689806804108808
10000	20.0	0.42920435633568743
